NODE_edge_2+_length_45381_cov_280_2	CheckV-048539_63	97.4	114	3	0	1	114	1	114	1.88e-78	230
NODE_edge_2+_length_45381_cov_280_2	CheckV-048540_62	97.4	114	3	0	1	114	1	114	1.88e-78	230
NODE_edge_2+_length_45381_cov_280_2	CheckV-048211_63	96.5	114	4	0	1	114	1	114	3.79e-78	229
NODE_edge_2+_length_45381_cov_280_2	CheckV-048582_61	95.6	114	5	0	1	114	1	114	1.09e-77	228
NODE_edge_2+_length_45381_cov_280_2	CheckV-044196_60	65.5	110	29	2	3	112	2	102	2.94e-48	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-048539_2	100	141	0	0	1	141	1	141	1.64e-94	273
NODE_edge_2+_length_45381_cov_280_6	CheckV-048540_2	100	141	0	0	1	141	1	141	1.64e-94	273
NODE_edge_2+_length_45381_cov_280_6	CheckV-048582_2	100	141	0	0	1	141	1	141	1.64e-94	273
NODE_edge_2+_length_45381_cov_280_6	CheckV-048211_2	99.3	141	1	0	1	141	1	141	1.35e-93	271
NODE_edge_2+_length_45381_cov_280_6	CheckV-044196_64	83.0	141	24	0	1	141	1	141	3.54e-80	237
NODE_edge_2+_length_45381_cov_280_6	CheckV-054205_2	68.6	140	44	0	1	140	2	141	2.83e-64	197
NODE_edge_2+_length_45381_cov_280_6	CheckV-044727_1	68.6	140	44	0	1	140	1	140	7.86e-64	196
NODE_edge_2+_length_45381_cov_280_6	CheckV-047948_1	67.9	140	45	0	1	140	2	141	1.15e-63	195
NODE_edge_2+_length_45381_cov_280_6	CheckV-058534_1	67.9	140	45	0	1	140	2	141	1.15e-63	195
NODE_edge_2+_length_45381_cov_280_6	CheckV-044976_1	67.6	139	45	0	1	139	2	140	9.76e-63	193
NODE_edge_2+_length_45381_cov_280_6	CheckV-059956_1	65.7	140	48	0	1	140	2	141	6.34e-61	188
NODE_edge_2+_length_45381_cov_280_6	CheckV-045194_1	63.8	138	50	0	1	138	1	138	3.27e-58	181
NODE_edge_2+_length_45381_cov_280_6	CheckV-050286_1	63.8	138	50	0	1	138	1	138	3.27e-58	181
NODE_edge_2+_length_45381_cov_280_6	CheckV-053393_1	63.2	136	50	0	1	136	1	136	2.82e-56	176
NODE_edge_2+_length_45381_cov_280_6	CheckV-048016_2	63.2	136	50	0	1	136	1	136	2.82e-56	176
NODE_edge_2+_length_45381_cov_280_6	CheckV-055336_1	63.2	136	50	0	1	136	1	136	2.82e-56	176
NODE_edge_2+_length_45381_cov_280_6	CheckV-055980_1	61.0	136	53	0	1	136	1	136	8.08e-56	175
NODE_edge_2+_length_45381_cov_280_6	CheckV-048214_1	59.4	138	56	0	1	138	1	138	1.26e-55	175
NODE_edge_2+_length_45381_cov_280_6	CheckV-056729_1	60.0	140	56	0	1	140	1	140	1.30e-55	175
NODE_edge_2+_length_45381_cov_280_6	CheckV-047918_1	61.6	138	53	0	1	138	1	138	1.79e-55	174
NODE_edge_2+_length_45381_cov_280_6	CheckV-048213_1	60.9	138	54	0	1	138	1	138	3.61e-55	174
NODE_edge_2+_length_45381_cov_280_6	CheckV-048664_1	60.1	138	55	0	1	138	1	138	7.27e-55	173
NODE_edge_2+_length_45381_cov_280_6	CheckV-050020_3	61.8	136	52	0	1	136	1	136	3.81e-54	171
NODE_edge_2+_length_45381_cov_280_6	CheckV-047921_3	56.0	141	58	2	1	137	1	141	3.60e-49	159
NODE_edge_2+_length_45381_cov_280_6	CheckV-015197_107	54.5	134	60	1	5	137	6	139	2.52e-48	156
NODE_edge_2+_length_45381_cov_280_6	CheckV-054146_1	56.1	132	57	1	1	131	1	132	2.85e-48	156
NODE_edge_2+_length_45381_cov_280_6	CheckV-048331_1	56.1	132	57	1	1	131	1	132	2.85e-48	156
NODE_edge_2+_length_45381_cov_280_6	CheckV-048595_1	54.3	138	63	0	1	138	1	138	3.68e-48	156
NODE_edge_2+_length_45381_cov_280_6	CheckV-051486_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-042106_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-044782_91	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-054132_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-046009_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-047926_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-053967_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-050023_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-045145_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-045120_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-046151_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-049867_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-050095_3	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-051912_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-053974_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-051551_3	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-053975_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-048979_3	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-050024_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-053968_3	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-048017_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-054133_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-051546_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-045167_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-050088_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-050100_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-056253_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-056267_4	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-058733_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-055323_3	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-053978_1	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-056732_2	55.3	132	58	1	1	131	1	132	8.14e-48	155
NODE_edge_2+_length_45381_cov_280_6	CheckV-053245_3	56.1	132	57	1	1	131	1	132	2.32e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-053969_2	56.1	132	57	1	1	131	1	132	2.32e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-048616_2	56.1	132	57	1	1	131	1	132	2.32e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-061176_3	56.1	132	57	1	1	131	1	132	2.32e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-048600_2	57.2	138	54	2	4	136	2	139	2.82e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-050073_2	56.1	132	57	1	1	131	1	132	3.30e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-051539_2	55.3	132	58	1	1	131	1	132	3.30e-47	154
NODE_edge_2+_length_45381_cov_280_6	CheckV-044955_2	54.5	132	59	1	1	131	1	132	4.68e-47	153
NODE_edge_2+_length_45381_cov_280_6	CheckV-051930_1	54.5	132	59	1	1	131	1	132	4.68e-47	153
NODE_edge_2+_length_45381_cov_280_6	CheckV-054138_1	54.5	132	59	1	1	131	1	132	4.68e-47	153
NODE_edge_2+_length_45381_cov_280_6	CheckV-046024_2	55.3	132	58	1	1	131	1	132	4.68e-47	153
NODE_edge_2+_length_45381_cov_280_6	CheckV-047922_1	54.5	132	59	1	1	131	1	132	4.68e-47	153
NODE_edge_2+_length_45381_cov_280_6	CheckV-049831_12	48.6	140	72	0	1	140	1	140	3.70e-46	151
NODE_edge_2+_length_45381_cov_280_6	CheckV-048227_1	50.0	138	69	0	1	138	1	138	6.79e-46	150
NODE_edge_2+_length_45381_cov_280_6	CheckV-052163_2	50.0	140	70	0	1	140	1	140	9.94e-46	150
NODE_edge_2+_length_45381_cov_280_6	CheckV-053976_1	50.0	140	70	0	1	140	1	140	9.94e-46	150
NODE_edge_2+_length_45381_cov_280_6	CheckV-048375_1	50.0	140	70	0	1	140	1	140	9.94e-46	150
NODE_edge_2+_length_45381_cov_280_6	CheckV-058831_1	50.0	140	70	0	1	140	1	140	9.94e-46	150
NODE_edge_2+_length_45381_cov_280_6	CheckV-044876_1	56.3	128	55	1	5	131	3	130	1.02e-45	150
